"abs_text"
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p5-44.html","For years, the Securities and Exchange Commission (SEC) accidentally distributed securities disclosures to some investors before the public. We exploit this setting, which is unique because the delay until public disclosure was exogenous and the private information window was well defined, to study informed trading with a random stopping time. Trading intensity and the pace at which prices incorporate information decrease with the expected delay until public release, but the relation between trading intensity and time elapsed varies with traders' learning process. Noise trading and relative information advantage play similar roles as in standard microstructure theories assuming a fixed time window."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p45-90.html","France's Ordonnance 2006<U+2010>346 repudiated the notion of possessory ownership in the Napoleonic Code, easing the pledge of physical assets in a country where credit was highly concentrated. A differences<U+2010>test strategy shows that firms operating newly pledgeable assets significantly increased their borrowing following the reform. Small, young, and financially constrained businesses benefitted the most, observing improved credit access and real<U+2010>side outcomes. Start<U+2010>ups emerged with higher ¡§at<U+2010>inception¡¨ leverage, located farther from large cities, with more assets<U+2010>in<U+2010>place than before. Their exit and bankruptcy rates declined. Spatial analyses show that the reform reached firms in rural areas, reducing credit access inequality across France's countryside."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p91-131.html","Information and control rights are central aspects of leadership, management, and corporate governance. This paper studies a principal<U+2010>agent model that features both communication and intervention as alternative means to exert influence. The main result shows that a principal's power to intervene in an agent's decision limits the ability of the principal to effectively communicate her private information. The perverse effect of intervention on communication can harm the principal, especially when the cost of intervention is low or the underlying agency problem is severe. These novel results are applied to managerial leadership, corporate boards, private equity, and shareholder activism."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p133-172.html","Using unique data on employee stock purchase plans (ESPPs), we examine the influence of networks on investment decisions. Comparing employees within a firm during the same election window with metro area fixed effects, we find that the choices of coworkers in the firm's ESPP exert a significant influence on employees¡¦ own decisions to participate and trade. Moreover, we find that the presence of high<U+2010>information employees magnifies the effects of peer networks. Given participation in an ESPP is value<U+2010>maximizing, our analysis suggests the potential of networks and targeted investor education to improve financial decision<U+2010>making."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p173-228.html","We study sources of investor disagreement using sentiment of investors from a social media investing platform, combined with information on the users' investment approaches (e.g., technical, fundamental). We examine how much of overall disagreement is driven by different information sets versus differential interpretation of information by studying disagreement within and across investment approaches. Overall disagreement is evenly split between both sources of disagreement, but within<U+2010>group disagreement is more tightly related to trading volume than cross<U+2010>group disagreement. Although both sources of disagreement are important, our findings suggest that information differences are more important for trading than differences across market approaches."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p229-276.html","We test whether the display of information causally affects investor behavior in a high<U+2010>stakes trading environment. Using investor<U+2010>level brokerage data from China and a natural experiment, we estimate the impact of a shock that increased the salience of a stock's purchase price but did not change the investor's information set. We employ a difference<U+2010>in<U+2010>differences approach and find that the salience shock causally increased the disposition effect by 17%. We use microdata to document substantial heterogeneity across investors in the treatment effect. A previously documented trading pattern, the ¡§rank effect,¡¨ explains heterogeneity in the change in the disposition effect."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p277-321.html","We study temporary fiscal stimulus designed to support distressed housing markets by inducing demand from buyers in the private market. Using difference<U+2010>in<U+2010>differences and regression kink research designs, we find that the First<U+2010>Time Homebuyer Credit increased home sales by 490,000 (9.8%), median home prices by $2,400 (1.1%) per standard deviation increase in program exposure, and the transition rate into homeownership by 53%. The policy response did not reverse immediately. Instead, demand comes from several years in the future: induced buyers were three years younger in 2009 than typical first<U+2010>time buyers. The program's market<U+2010>stabilizing benefits likely exceeded its direct stimulus effects."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p323-375.html","Mortgage refinancing activity associated with extraction of home equity contains a strongly countercyclical component consistent with household demand for liquidity. We estimate a structural model of liquidity management featuring countercyclical idiosyncratic labor income uncertainty, long<U+2010> and short<U+2010>term mortgages, and realistic borrowing constraints. We empirically evaluate its predictions for households' choices of leverage, liquid assets, and mortgage refinancing using microlevel data. Taking the observed historical paths of house prices, aggregate income, and interest rates as given, the model accounts for many salient features in the evolution of balance sheets and consumption in the cross<U+2010>section of households over 2001 to 2012."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p377-417.html","This paper studies the dynamic interaction between the net positions of traders and risk premiums in commodity futures markets. Short<U+2010>term position changes are driven mainly by the liquidity demands of noncommercial traders, while long<U+2010>term variation is driven primarily by the hedging demands of commercial traders. These two components influence expected futures returns with opposite signs. The gains from providing liquidity by commercials largely offset the premium they pay for obtaining price insurance."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p419-461.html","Why do firms choose high debt when they anticipate high valuations, and underperform subsequently? We propose a theory of financing cycles where the importance of creditors¡¦ control rights over cash flows (¡§pledgeability¡¨) varies with industry liquidity. The market allows firms take on more debt when they anticipate higher future liquidity. However, both high anticipated liquidity and the resulting high debt limit their incentives to enhance pledgeability. This has prolonged adverse effects in a downturn. Because these effects are hard to contract upon, higher anticipated liquidity can also reduce a firm's current access to finance."
"https://ideas.repec.org/a/bla/jfinan/v75y2020i1p463-506.html","We model the widespread failure of contracts to share risk using available indices. A borrower and lender can share risk by conditioning repayments on an index. The lender has private information about the ability of this index to measure the true state that the borrower would like to hedge. The lender is risk<U+2010>averse and thus requires a premium to insure the borrower. The borrower, however, might be paying something for nothing if the index is a poor measure of the true state. We provide sufficient conditions for this effect to cause the borrower to choose a nonindexed contract instead."
